,ПІБ,Партія,Округ,Область,Рада,Відомості,Дата реєстрації,% голосів за
65,Захарченко Микола Васильович,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"" (ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"")",4,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 07.06.1984 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", Чуднівська філія Державного Підприємства ""Житомирський лікеро-горілчаний завод"", Начальник котельні, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,"   5,8823"
66,Домашенко Павло Павлович,"Політична Партія ""Опозиційний блок""",Перший кандидат,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 08.08.1961 р., освіта вища, член Політичної Партії ""Опозиційний блок"", Управління праці та соціального захисту населення у Чуднівському районі, Заступник начальника, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,
67,Жуковська Галина Володимирівна,"Політична Партія ""Опозиційний блок""",16,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 11.02.1963 р., освіта вища, член Політичної Партії ""Опозиційний блок"", Методичний кабінет відділу освіти Чуднівської районної державної адміністрації, Методист, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,"  16,0493"
68,Шваб Микола Семенович,"Політична Партія ""Опозиційний блок""",11,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 15.11.1940 р., освіта вища, член Політичної Партії ""Опозиційний блок"", пенсіонер, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,"  14,8648"
69,Івашкевич Віталій В’ячеславович,"Політична Партія ""Опозиційний блок""",10,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 28.10.1976 р., освіта вища, член Політичної Партії ""Опозиційний блок"", тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,"  12,5000"
70,Маслюківський Віктор Віталійович,"Політична Партія ""Опозиційний блок""",8,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 09.03.1961 р., освіта вища, член Політичної Партії ""Опозиційний блок"", ТОВ ""Пасат"", директор, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",01.10.2015,"   9,4828"
71,Міцик Сергій Станіславович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",Перший кандидат,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 07.05.1978 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", приватний підприємець, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,
72,Пиньківський Віталій Михайлович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",2,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 23.01.1974 р., освіта професійно-технічна, член Політичної партії ""Радикальна партія Олега Ляшка"", приватний підприємець, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  38,1315"
73,Флейтух Оксана Василівна,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",4,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 10.10.1981 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", Чуднівська ЗОШ №2 І-ІІІ ступенів, вчитель, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  30,5882"
74,Горбунова Лариса Валеріївна,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",18,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 25.04.1969 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", пенсіонерка, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  28,7500"
75,Омельчук Анатолій Анатолійович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",7,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 25.03.1973 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", приватний підприємець, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  18,5185"
76,Мовсесян Азат Анатолійович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",12,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 28.10.1978 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", ТОВ ""Полат-Ліс"", директор, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  17,2043"
77,Бабушко Віталій Анатолійович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",20,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 12.09.1984 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", ПП ""Еко-Дім"", продавець-консультант, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  17,0454"
78,Коник Ярослав Йосипович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",13,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 15.02.1984 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  16,4705"
79,Брайон Юрій Анатолійович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",21,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 11.03.1971 р., освіта вища, безпартійний, Чуднівська райдержадміні-страція, начальник відділу, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  14,2857"
80,Вознюк Тамара Самсонівна,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",8,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 16.06.1952 р., освіта професійно-технічна, член Політичної партії ""Радикальна партія Олега Ляшка"", приватний підприємець, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  13,9534"
81,Любарець Ярослав Леонідович,"Політична партія ""Радикальна партія Олега Ляшка"" (Радикальна партія Олега Ляшка)",1,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 22.07.1991 р., освіта вища, член Політичної партії ""Радикальна партія Олега Ляшка"", тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  13,3333"
82,Зотько Людмила Олександрівна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",Перший кандидат,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 15.05.1952 р., освіта вища, безпартійна, Чуднівське Агролісогосподарський комплекс, Голова райкому профспілки працівників Агролісогосподарського комплексу, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,
83,Матюха Павло Миколайович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",1,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 10.07.1974 р., освіта вища, безпартійний, Товариства з обмеженою відповідальністю ""Каменське"", головний бухгалтер, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  23,8095"
84,Шатківська Марія Андріївна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",13,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 30.10.1960 р., освіта вища, безпартійна, Чуднівська гімназія, вчитель, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  18,8235"
85,Чернишенко Олена Василівна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",19,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 30.07.1974 р., освіта професійно-технічна, безпартійна, тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  17,4603"
86,Камінський Олег Леонідович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",16,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 01.01.1969 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"", тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  14,8148"
87,Присяжнюк Жанна Ігорівна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",22,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 17.01.1960 р., освіта вища, безпартійна, тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  12,7659"
88,Макарчук Олександр Володимирович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",10,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 06.07.1963 р., освіта вища, безпартійний, Чуднівська гімназія, вчитель, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  12,5000"
89,Колесник Володимир Григорович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 15.11.1966 р., освіта вища, безпартійний, Чуднівська центральна районна лікарня, Уролог, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  12,1621"
90,Поліщук Андрій Михайлович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",3,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 19.08.1989 р., освіта вища, безпартійний, Приватне акціонерне товариство ""Житомиргаз"", інженер з охорони праці, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"  10,6666"
91,Захарченко Олег Леонідович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",9,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 19.08.1980 р., освіта вища, безпартійний, Чуднівська районної державної адміністрації, Головний спеціаліст, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   9,4827"
92,Янишевський Олександр Віталійович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",14,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 09.07.1965 р., освіта вища, безпартійний, Житомирська державна фітосанітарна інспекція, інспектор, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   9,3023"
93,Мельничук Ольга Ігорівна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 06.07.1969 р., освіта вища, безпартійна, Дідковецька загальноосвітня школа І-ІІІ ступенів, вчитель, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   9,3013"
94,Дублян Володимир Йосипович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 10.02.1959 р., освіта вища, безпартійний, тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   8,9887"
95,Кухарук Руслан Федорович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",21,Житомирська область,Чуднівська міська рада,"Громадянин України, народився 03.07.1977 р., освіта вища, безпартійний, Приватне акціонерне товариство ""Житомиргаз"", Старший майстер служби газорозподільного пункту та шафо розподільчого пункту, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   7,1428"
96,Сізова Наталія Юріївна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",4,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 30.09.1964 р., освіта вища, безпартійна, тимчасово не працює, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   7,0588"
97,Савченко Софія Анатоліївна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 26.06.1990 р., освіта професійно-технічна, безпартійна, Чуднівське районне комунальне підприємство, Технік-архітектор, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   5,9259"
98,Гаврилюк Юлія Валентинівна,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",17,Житомирська область,Чуднівська міська рада,"Громадянка України, народилася 13.05.1987 р., освіта вища, безпартійна, Чуднівська районна державна адміністрація, управління економіки, Головний спеціаліст, місце проживання: м.Чуднів, Чуднівський р-н, Житомирська обл.;",30.09.2015,"   4,1616"
